poem-4.txt,"Poetry: ""An Ode to Death"" - By Us! (October 19, 1993)",
poplstrm.txt,The Fable of the Poplar and the Stream,
pphamlin.txt,The Pied Piper of Hamelin,
pregn.txt,Pregnant Pause by Dorothy Lindman,
prince.art,"The Princess vs. the Principal, by Marc Perkel",
progx,"Programmer X, by Greg Borek",
psf.txt,"The Peasant, the Snake, and the Fox",
psi,"Psicop, by Jack Hillman",
psyc,"Psyche and Cupid: A Theory, by Dr. Harold Levdahed",
pussboot.txt,The Story of Puss in Boots,
qcarroll,How Sailor Ted Got Out of It,
quarter.c1,"The Plan, by Shannon Carraher (Part 1)",
quarter.c10,"Tea Time with the Devil, by Brant Swancer",
quarter.c11,"I Spoke with the Sun, by Caroline Kennedy (And Other Poems)",
quarter.c12,"Welcome to the Planet of Kampf, by Jim Zachary",
quarter.c13,"The Mission, by Jon Lang",
quarter.c14,"Leftover Stew, by Patrick Barnes",
quarter.c15,"My Father and Me, by Mike Russello",
quarter.c16,"Under the Weeping Willow Tree, by Patrick Miner",
quarter.c17,"Blind Fate, by Toby Bradley",
quarter.c18,"Bearing Down, by John Dudley",
quarter.c19,"Hometown Ways, by Amy Slavin",
quarter.c2,"Remembering, by Kristin Feyen",
quarter.c3,"The Quarantine, by Moses Domingo",
quarter.c4,"A Savage Projectile, by Steve Gaines",
quarter.c5,"Peel Me Away, by Bill DeClercq",
quarter.c6,"Little White Lines, by Joe Raymundo",
quarter.c7,"At Midnight, by Karin Johnson",
quarter.c8,The Singer in the Depths by Steven Myers,
quarter.c9,"The Rose, by Suzy Edmonson",
quest,The Quest for Axe of the Dwarven Lords by Bruce RW. Reisman,
quickfix,"Quick Fix, by William S. Burroughs",
quot,A Collection of Quotes by Poets about Poetry,
radar_ra.txt,Interview with the Radar Ranger: A Work of Fiction by D. Railleur,
rainda.txt,Rain Dance (Mechwarrior Fan Fiction) by Douglas M. Warren,
reality.txt,The Reality of Our Situation by Kortron,
reap,"The Reaper, by Gay Bost",
redragon.txt,The Fable of the Red Dragon,
retrib.txt,Retribution by Andrew Varga (1991),
rid.txt,"Getting Rid of the Riddler, by Alien",
robotech,Book Excerpt: Protoculture and the Children of the Shadow (Robotech),
rock,"Rock, by D.M. Hanna",
rocket.sf,"The Space Saga of ""Rocket"" Roger Robinson (Story)",
roger1.txt,In Residence by KaRylin,
running.txt,Story: Running,
s&m_plot,"The Plot Thickens: A Writer's Dream, by Cecilio Morales",
s&m_that,John's Diner: Who Was The Guy? By Lucia Chambers,
safe,"Safe Place: A Synopsis, by Michael C. McPherson",
sanpedr2.txt,The Fruit of the Gods: Trichoserus Pachanoi,
shoscomb.txt,The Adventure of Shoscombe Old Place,
shrdfarm.txt,A Shrewd Farmer's Story (Fable),
shulk.txt,The Fable of the Hunter and the Hunted,
sick-kid.txt,The Sick Kids: Story by Roger M. Wilcox,
sight.txt,"Story about Jamie, badly formatted",
silverb.txt,Silver Blaze (Story),
sis,Sister Mary Agnes by Gay Bost,
sleprncs.txt,The Sleeping Princess (Fable),
snow.txt,"Story about Ed, again badly formatted",
snowmaid.txt,The Fable of the Snow Maiden,
snowqn1.txt,The Fable of the Snow Queen,
social.vikings,"Social Vikings by Flat Tire (August 5, 1988)",
socialvikings.txt,"Social Vikings by The Flat Tire (August, 1988)",
solitary.txt,The Adventure of the Solitary Cyclist,
space.txt,Space Travel by Adam Poszar (1990),
spam.key,"The Key and I, or, My Travels in the Sky, and What I Found There, by Padre Martini, Archdukebishop of West Texas",
spectacl.poe,"The Spectacles, by Edgar Allen Poe",
spider.txt,"The World's Fastest Spider, by Andrew Varga (1991)",
spiders.txt,Story about Harvey and Spiders,
sqzply.txt,"Squeeze Play, by Michael A. Stackpole (1989)",
sre-dark.txt,"SRE's Darker Half, by Chris Trendle, Paul Gerth and Robert Chapman",
stainles.ana,"A Cool 3.7 Million, by The Stainless Steal Rat",
stairdre.txt,"The Stiarway Dram, by Satinka Istari",
startrek.txt,"Startrek, The Ultimate Story!",
stsgreek,"It's All Greek to uncle Thaddeus, by Joe DeRouen (1993)",
sucker.txt,"The Dark Sucker, by Quantum Mechanic",
sunday.txt,"Sunday, by Nanci (February 20, 1993)",
superg1,The Story of SUPERGUY!!,
szechuan,"The Szechuan Taxi, by Dave Bealer",
t_zone.jok,Story: Mission Impossible Meets the Twilight Zone,
tailbear.txt,The Tail of the Bear: A Fable,
tao3.dos,"The Tao Te Ching, translated by James Legge",
taxnovel.txt,"Back Taxes, a Novel by Paul Mahler (1991-1992)",
tcoa.txt,"The Cask of Amontilado, by Edgar Allan Poe",
tctac.txt,The Cockroach that Ate Cincinatti (Poem),
tearglas.txt,Tears of Glass by Kimberly Ann Carter (1992),
telefone.txt,The Telephone Rape Story,
terrorbears.txt,The Terror Bears on the Rampage by Darkside 414,
testpilo.hum,"Test Pilot, Story by John Vornholt",
textfile.primer,"The Ramsacker's Textfile Primer by The Ramsacker of Pieces of Eight (July 27, 1989)",
thanksg,"A Thanksgiving Prayer, by William S. Burroughs",
the-tree.txt,The Tree: A Poem,
thewave,"The Navajo and the Bhuddist (October 19, 1992)",
timem.hac,"The Time Machine, by H.G. Wells (1898)",
times.fic,Times Doubles Defect, Publisher Possibly Plinked by Jean Blevins
timetrav.txt,The Problem with Time Travel (Story),
tin,Tinned Warmth by Gordon Chapman,
tinsoldr.txt,The Tin Soldier (Story),
toilet.s,"My Toilet, my Kingdom, by Bill Luby (1994)",
traitor.txt,"Treason, by Marcus Tullius Cicero",
tree.txt,Kevin and the Tree,
tuc_mees,"The Ed Meese Commission presents Pornography Masquerading as Literature, by Tess Truehard and Gurn Blanston",
uglyduck.txt,The Fable of the Ugly Duckling,
unluckwr.txt,The Fable of the Unlucky Warrior,
vaincrow.txt,The Parable of the Vain Crow,
vainsong.txt,"A Manly Wager, a Song by Lucillus",
valen,"Valentine, Story by George Willard",
vampword.txt,A Vampyre's Words: Poem,
vday.hum,"The Valentine's Day Blues, by B.A. Nilsson",
veiledl.txt,The Adventure of the Veiled Lodger,
vgilante.txt,The Vigilante,
wall.art,"The Wall, from Karl L. Sandwell-Weiss",
wanderer.fun,"Poem by David Redish, The Wanderer",
weaver.txt,Infromation about Spellweavers,
weeprncs.txt,The Weeping Princess,
whgdsreg.reg,"Introduction to the Neolithic Great Goddess, by Ben Blumenberg (February 12, 1992)",
wisteria.txt,The Adventure of Wisteria Lodge,
withdraw.cyb,"My Living Semi-Hell Type Experience Thing, by Urethris, 1992",
wlgirl.txt,The Story of the Wise Little Girl,
wolf7kid.txt,The Wolf and the Seven Kids,
wolfcran.txt,The Wolf and the Crane,
wolflamb.txt,The Wolf and the Lamb,
wombat.und,"The Story of the Wombat, from Floyd Gecko",
write,The Three Golden Rules of Poetry by Michael Howard,
wrt,The Writer by Thomas Nevin Huber,
yukon.txt,The Spell of the Yukon and Other Verses by Robert W. Service,
zombies.txt,Zombies by Suzanne L. McAllister (Spoof/Tribute of George Romero Living Dead Movies),
sre01.txt,SRE: The Saga Of The Best SRE Game Ever Played! By Josh Renaud,
sre02.txt,"Solar Realms Elite: The True Story of the Unsung Heroes, by Josh Renaud",
sre03.txt,Solar Realms Elite: Ultra's Untold Story by Josh Renaud,
sre04.txt,"Solar Realms Elite IV: The Confrontation, by Josh Renaud",
sre05.txt,"Solar Realms Elite V: The Underground, by Josh Renaud",
sre06.txt,"Solar Realms Elite VI: The Alliance Restored, by Josh Renaud",
sre07.txt,"Solar Realms Elite 7: Petros, by Josh Renaud",
sre08.txt,"Solar Realms Elite VIII: Kazik, by Josh Renaud",
sre09.txt,"Solar Realms Elite IX: Survival of the Fittest, by Josh Renaud",
sre10.txt,"Solar Realms Elite X: Legacies, by Josh Renaud",
sre_feqh.txt,"Solar Realms Elite: The Feqh Galaxy, by Josh Renaud",
sre_finl.txt,Solar Realms Elite: The Finale by Josh Renaud,
sre_sei.txt,"Solar Realms Elite: Galaxy Sei, by Josh Renaud",
sretrade.txt,"The SRE Commerce and Trade Theories, by Josh Renaud",
srex.txt,"Solar Realms Elite: X1 and X2, by Josh Renaud",
